"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|NL","Generation - Solar  [MW] Intraday / BZN|NL","Generation - Solar  [MW] Current / BZN|NL","Generation - Wind Offshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Offshore  [MW] Intraday / BZN|NL","Generation - Wind Offshore  [MW] Current / BZN|NL","Generation - Wind Onshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Onshore  [MW] Intraday / BZN|NL","Generation - Wind Onshore  [MW] Current / BZN|NL"
"13.08.2021 05:45 - 13.08.2021 06:00","422","422","n/e","385","385","n/e","433","433","n/e"
"13.08.2021 06:00 - 13.08.2021 06:15","553","553","n/e","391","391","n/e","420","420","n/e"
"13.08.2021 06:15 - 13.08.2021 06:30","763","763","n/e","399","399","n/e","422","422","n/e"
"13.08.2021 06:30 - 13.08.2021 06:45","972","972","n/e","408","408","n/e","437","437","n/e"
"13.08.2021 06:45 - 13.08.2021 07:00","1183","1183","n/e","418","418","n/e","450","450","n/e"
"13.08.2021 07:00 - 13.08.2021 07:15","1392","1392","n/e","427","427","n/e","465","465","n/e"
"13.08.2021 07:15 - 13.08.2021 07:30","1622","1622","n/e","433","433","n/e","492","492","n/e"
"13.08.2021 07:30 - 13.08.2021 07:45","1853","1853","n/e","437","437","n/e","529","529","n/e"
"13.08.2021 07:45 - 13.08.2021 08:00","2081","2081","n/e","440","440","n/e","564","564","n/e"
"13.08.2021 08:00 - 13.08.2021 08:15","2311","2311","n/e","444","444","n/e","603","603","n/e"
"13.08.2021 08:15 - 13.08.2021 08:30","2530","2530","n/e","446","446","n/e","640","640","n/e"
"13.08.2021 08:30 - 13.08.2021 08:45","2749","2749","n/e","447","447","n/e","680","680","n/e"
"13.08.2021 08:45 - 13.08.2021 09:00","2969","2969","n/e","449","449","n/e","718","718","n/e"
"13.08.2021 09:00 - 13.08.2021 09:15","3189","3189","n/e","450","450","n/e","757","757","n/e"
"13.08.2021 09:15 - 13.08.2021 09:30","3352","3352","n/e","451","451","n/e","793","793","n/e"
"13.08.2021 09:30 - 13.08.2021 09:45","3514","3514","n/e","451","451","n/e","823","823","n/e"
"13.08.2021 09:45 - 13.08.2021 10:00","3678","3678","n/e","451","451","n/e","852","852","n/e"
"13.08.2021 10:00 - 13.08.2021 10:15","3841","3841","n/e","452","452","n/e","880","880","n/e"
"13.08.2021 10:15 - 13.08.2021 10:30","3912","3912","n/e","455","455","n/e","902","902","n/e"
"13.08.2021 10:30 - 13.08.2021 10:45","3984","3984","n/e","460","460","n/e","916","916","n/e"
"13.08.2021 10:45 - 13.08.2021 11:00","4054","4054","n/e","465","465","n/e","930","930","n/e"
"13.08.2021 11:00 - 13.08.2021 11:15","4126","4126","n/e","470","470","n/e","940","940","n/e"
"13.08.2021 11:15 - 13.08.2021 11:30","4132","4132","n/e","477","477","n/e","943","943","n/e"
"13.08.2021 11:30 - 13.08.2021 11:45","4137","4137","n/e","485","485","n/e","934","934","n/e"
"13.08.2021 11:45 - 13.08.2021 12:00","4143","4143","n/e","492","492","n/e","925","925","n/e"
"13.08.2021 12:00 - 13.08.2021 12:15","4148","4148","n/e","500","500","n/e","918","918","n/e"
"13.08.2021 12:15 - 13.08.2021 12:30","4149","4149","n/e","509","509","n/e","918","918","n/e"
"13.08.2021 12:30 - 13.08.2021 12:45","4152","4152","n/e","520","520","n/e","924","924","n/e"
"13.08.2021 12:45 - 13.08.2021 13:00","4150","4150","n/e","530","530","n/e","932","932","n/e"
"13.08.2021 13:00 - 13.08.2021 13:15","4152","4152","n/e","540","540","n/e","939","939","n/e"
"13.08.2021 13:15 - 13.08.2021 13:30","4153","4153","n/e","553","553","n/e","947","947","n/e"
"13.08.2021 13:30 - 13.08.2021 13:45","4155","4155","n/e","569","569","n/e","955","955","n/e"
"13.08.2021 13:45 - 13.08.2021 14:00","4158","4158","n/e","585","585","n/e","964","964","n/e"
"13.08.2021 14:00 - 13.08.2021 14:15","4156","4156","n/e","601","601","n/e","974","974","n/e"
"13.08.2021 14:15 - 13.08.2021 14:30","4084","4084","n/e","612","612","n/e","983","983","n/e"
"13.08.2021 14:30 - 13.08.2021 14:45","4015","4015","n/e","620","620","n/e","998","998","n/e"
"13.08.2021 14:45 - 13.08.2021 15:00","3943","3943","n/e","628","628","n/e","1012","1012","n/e"
"13.08.2021 15:00 - 13.08.2021 15:15","3871","3871","n/e","635","635","n/e","1028","1028","n/e"
"13.08.2021 15:15 - 13.08.2021 15:30","3668","3668","n/e","631","631","n/e","1020","1020","n/e"
"13.08.2021 15:30 - 13.08.2021 15:45","3469","3469","n/e","615","615","n/e","991","991","n/e"
"13.08.2021 15:45 - 13.08.2021 16:00","3265","3265","n/e","599","599","n/e","966","966","n/e"
"13.08.2021 16:00 - 13.08.2021 16:15","3062","3062","n/e","583","583","n/e","937","937","n/e"
"13.08.2021 16:15 - 13.08.2021 16:30","2762","2762","n/e","568","568","n/e","896","896","n/e"
"13.08.2021 16:30 - 13.08.2021 16:45","2465","2465","n/e","552","552","n/e","843","843","n/e"
"13.08.2021 16:45 - 13.08.2021 17:00","2167","2167","n/e","537","537","n/e","791","791","n/e"
"13.08.2021 17:00 - 13.08.2021 17:15","1869","1869","n/e","522","522","n/e","739","739","n/e"
"13.08.2021 17:15 - 13.08.2021 17:30","1598","1598","n/e","511","511","n/e","685","685","n/e"
"13.08.2021 17:30 - 13.08.2021 17:45","1326","1326","n/e","504","504","n/e","627","627","n/e"
"13.08.2021 17:45 - 13.08.2021 18:00","1056","1056","n/e","497","497","n/e","569","569","n/e"
"13.08.2021 18:00 - 13.08.2021 18:15","784","784","n/e","491","491","n/e","512","512","n/e"
"13.08.2021 18:15 - 13.08.2021 18:30","616","616","n/e","495","495","n/e","487","487","n/e"
"13.08.2021 18:30 - 13.08.2021 18:45","442","442","n/e","512","512","n/e","496","496","n/e"
"13.08.2021 18:45 - 13.08.2021 19:00","271","271","n/e","528","528","n/e","504","504","n/e"
"13.08.2021 19:00 - 13.08.2021 19:15","103","103","n/e","544","544","n/e","512","512","n/e"
"13.08.2021 19:15 - 13.08.2021 19:30","76","76","n/e","557","557","n/e","525","525","n/e"
"13.08.2021 19:30 - 13.08.2021 19:45","51","51","n/e","567","567","n/e","544","544","n/e"
"13.08.2021 19:45 - 13.08.2021 20:00","27","27","n/e","576","576","n/e","565","565","n/e"
"13.08.2021 20:00 - 13.08.2021 20:15","0","0","n/e","586","586","n/e","587","587","n/e"
"13.08.2021 20:15 - 13.08.2021 20:30","0","0","n/e","599","599","n/e","613","613","n/e"
"13.08.2021 20:30 - 13.08.2021 20:45","0","0","n/e","614","614","n/e","648","648","n/e"
"13.08.2021 20:45 - 13.08.2021 21:00","0","0","n/e","629","629","n/e","681","681","n/e"
"13.08.2021 21:00 - 13.08.2021 21:15","0","0","n/e","644","644","n/e","712","712","n/e"
"13.08.2021 21:15 - 13.08.2021 21:30","0","0","n/e","653","653","n/e","743","743","n/e"
"13.08.2021 21:30 - 13.08.2021 21:45","0","0","n/e","657","657","n/e","775","775","n/e"
"13.08.2021 21:45 - 13.08.2021 22:00","0","0","n/e","660","660","n/e","801","801","n/e"
"13.08.2021 22:00 - 13.08.2021 22:15","0","0","n/e","663","663","n/e","831","831","n/e"
"13.08.2021 22:15 - 13.08.2021 22:30","0","0","n/e","665","665","n/e","851","851","n/e"
"13.08.2021 22:30 - 13.08.2021 22:45","0","0","n/e","667","667","n/e","862","862","n/e"
"13.08.2021 22:45 - 13.08.2021 23:00","0","0","n/e","668","668","n/e","871","871","n/e"
"13.08.2021 23:00 - 13.08.2021 23:15","0","0","n/e","669","669","n/e","884","884","n/e"
"13.08.2021 23:15 - 13.08.2021 23:30","0","0","n/e","662","662","n/e","894","894","n/e"
"13.08.2021 23:30 - 13.08.2021 23:45","0","0","n/e","648","648","n/e","909","909","n/e"
"13.08.2021 23:45 - 14.08.2021 00:00","0","0","n/e","633","633","n/e","920","920","n/e"
"14.08.2021 00:00 - 14.08.2021 00:15","0","0","n/e","556","556","n/e","851","851","n/e"
"14.08.2021 00:15 - 14.08.2021 00:30","0","0","n/e","546","546","n/e","852","852","n/e"
"14.08.2021 00:30 - 14.08.2021 00:45","0","0","n/e","539","539","n/e","845","845","n/e"
"14.08.2021 00:45 - 14.08.2021 01:00","0","0","n/e","531","531","n/e","838","838","n/e"
"14.08.2021 01:00 - 14.08.2021 01:15","0","0","n/e","524","524","n/e","830","830","n/e"
"14.08.2021 01:15 - 14.08.2021 01:30","0","0","n/e","517","517","n/e","820","820","n/e"
"14.08.2021 01:30 - 14.08.2021 01:45","0","0","n/e","511","511","n/e","810","810","n/e"
"14.08.2021 01:45 - 14.08.2021 02:00","0","0","n/e","504","504","n/e","799","799","n/e"
"14.08.2021 02:00 - 14.08.2021 02:15","0","0","n/e","498","498","n/e","791","791","n/e"
"14.08.2021 02:15 - 14.08.2021 02:30","0","0","n/e","492","492","n/e","775","775","n/e"
"14.08.2021 02:30 - 14.08.2021 02:45","0","0","n/e","485","485","n/e","755","755","n/e"
"14.08.2021 02:45 - 14.08.2021 03:00","0","0","n/e","478","478","n/e","735","735","n/e"
"14.08.2021 03:00 - 14.08.2021 03:15","0","0","n/e","471","471","n/e","715","715","n/e"
"14.08.2021 03:15 - 14.08.2021 03:30","0","0","n/e","465","465","n/e","704","704","n/e"
"14.08.2021 03:30 - 14.08.2021 03:45","0","0","n/e","460","460","n/e","699","699","n/e"
"14.08.2021 03:45 - 14.08.2021 04:00","0","0","n/e","455","455","n/e","696","696","n/e"
"14.08.2021 04:00 - 14.08.2021 04:15","0","0","n/e","450","450","n/e","691","691","n/e"
"14.08.2021 04:15 - 14.08.2021 04:30","4","4","n/e","442","442","n/e","687","687","n/e"
"14.08.2021 04:30 - 14.08.2021 04:45","8","8","n/e","431","431","n/e","678","678","n/e"
"14.08.2021 04:45 - 14.08.2021 05:00","14","14","n/e","421","421","n/e","669","669","n/e"
"14.08.2021 05:00 - 14.08.2021 05:15","16","16","n/e","410","410","n/e","660","660","n/e"
"14.08.2021 05:15 - 14.08.2021 05:30","123","123","n/e","403","403","n/e","646","646","n/e"
"14.08.2021 05:30 - 14.08.2021 05:45","229","229","n/e","400","400","n/e","625","625","n/e"
"14.08.2021 05:45 - 14.08.2021 06:00","335","335","n/e","396","396","n/e","604","604","n/e"
"14.08.2021 06:00 - 14.08.2021 06:15","439","439","n/e","393","393","n/e","582","582","n/e"
"14.08.2021 06:15 - 14.08.2021 06:30","607","607","n/e","394","394","n/e","583","583","n/e"
"14.08.2021 06:30 - 14.08.2021 06:45","774","774","n/e","401","401","n/e","609","609","n/e"
"14.08.2021 06:45 - 14.08.2021 07:00","940","940","n/e","407","407","n/e","631","631","n/e"
"14.08.2021 07:00 - 14.08.2021 07:15","1108","1108","n/e","414","414","n/e","654","654","n/e"
"14.08.2021 07:15 - 14.08.2021 07:30","1301","1301","n/e","421","421","n/e","678","678","n/e"
"14.08.2021 07:30 - 14.08.2021 07:45","1497","1497","n/e","428","428","n/e","699","699","n/e"
"14.08.2021 07:45 - 14.08.2021 08:00","1694","1694","n/e","435","435","n/e","722","722","n/e"
"14.08.2021 08:00 - 14.08.2021 08:15","1890","1890","n/e","442","442","n/e","746","746","n/e"
"14.08.2021 08:15 - 14.08.2021 08:30","2079","2079","n/e","451","451","n/e","775","775","n/e"
"14.08.2021 08:30 - 14.08.2021 08:45","2270","2270","n/e","464","464","n/e","807","807","n/e"
"14.08.2021 08:45 - 14.08.2021 09:00","2460","2460","n/e","476","476","n/e","838","838","n/e"
"14.08.2021 09:00 - 14.08.2021 09:15","2648","2648","n/e","488","488","n/e","874","874","n/e"
"14.08.2021 09:15 - 14.08.2021 09:30","2847","2847","n/e","494","494","n/e","902","902","n/e"
"14.08.2021 09:30 - 14.08.2021 09:45","3044","3044","n/e","494","494","n/e","926","926","n/e"
"14.08.2021 09:45 - 14.08.2021 10:00","3238","3238","n/e","494","494","n/e","949","949","n/e"
"14.08.2021 10:00 - 14.08.2021 10:15","3436","3436","n/e","495","495","n/e","974","974","n/e"
"14.08.2021 10:15 - 14.08.2021 10:30","3586","3586","n/e","500","500","n/e","995","995","n/e"
"14.08.2021 10:30 - 14.08.2021 10:45","3733","3733","n/e","510","510","n/e","1016","1016","n/e"
"14.08.2021 10:45 - 14.08.2021 11:00","3883","3883","n/e","520","520","n/e","1036","1036","n/e"
"14.08.2021 11:00 - 14.08.2021 11:15","4031","4031","n/e","530","530","n/e","1057","1057","n/e"
"14.08.2021 11:15 - 14.08.2021 11:30","4097","4097","n/e","539","539","n/e","1071","1071","n/e"
"14.08.2021 11:30 - 14.08.2021 11:45","4165","4165","n/e","544","544","n/e","1083","1083","n/e"
"14.08.2021 11:45 - 14.08.2021 12:00","4231","4231","n/e","550","550","n/e","1095","1095","n/e"
"14.08.2021 12:00 - 14.08.2021 12:15","4298","4298","n/e","556","556","n/e","1106","1106","n/e"
"14.08.2021 12:15 - 14.08.2021 12:30","4301","4301","n/e","551","551","n/e","1108","1108","n/e"
"14.08.2021 12:30 - 14.08.2021 12:45","4303","4303","n/e","536","536","n/e","1104","1104","n/e"
"14.08.2021 12:45 - 14.08.2021 13:00","4307","4307","n/e","520","520","n/e","1099","1099","n/e"
"14.08.2021 13:00 - 14.08.2021 13:15","4311","4311","n/e","505","505","n/e","1095","1095","n/e"
"14.08.2021 13:15 - 14.08.2021 13:30","4263","4263","n/e","492","492","n/e","1093","1093","n/e"
"14.08.2021 13:30 - 14.08.2021 13:45","4215","4215","n/e","483","483","n/e","1092","1092","n/e"
"14.08.2021 13:45 - 14.08.2021 14:00","4167","4167","n/e","474","474","n/e","1094","1094","n/e"
"14.08.2021 14:00 - 14.08.2021 14:15","4117","4117","n/e","465","465","n/e","1095","1095","n/e"
"14.08.2021 14:15 - 14.08.2021 14:30","3968","3968","n/e","456","456","n/e","1095","1095","n/e"
"14.08.2021 14:30 - 14.08.2021 14:45","3822","3822","n/e","446","446","n/e","1089","1089","n/e"
"14.08.2021 14:45 - 14.08.2021 15:00","3675","3675","n/e","436","436","n/e","1083","1083","n/e"
"14.08.2021 15:00 - 14.08.2021 15:15","3527","3527","n/e","426","426","n/e","1076","1076","n/e"
"14.08.2021 15:15 - 14.08.2021 15:30","3297","3297","n/e","411","411","n/e","1053","1053","n/e"
"14.08.2021 15:30 - 14.08.2021 15:45","3068","3068","n/e","389","389","n/e","1010","1010","n/e"
"14.08.2021 15:45 - 14.08.2021 16:00","2840","2840","n/e","368","368","n/e","968","968","n/e"
"14.08.2021 16:00 - 14.08.2021 16:15","2607","2607","n/e","346","346","n/e","923","923","n/e"
"14.08.2021 16:15 - 14.08.2021 16:30","2364","2364","n/e","330","330","n/e","870","870","n/e"
"14.08.2021 16:30 - 14.08.2021 16:45","2122","2122","n/e","320","320","n/e","809","809","n/e"
"14.08.2021 16:45 - 14.08.2021 17:00","1878","1878","n/e","310","310","n/e","747","747","n/e"
"14.08.2021 17:00 - 14.08.2021 17:15","1633","1633","n/e","300","300","n/e","684","684","n/e"
"14.08.2021 17:15 - 14.08.2021 17:30","1403","1403","n/e","291","291","n/e","631","631","n/e"
"14.08.2021 17:30 - 14.08.2021 17:45","1170","1170","n/e","285","285","n/e","583","583","n/e"
"14.08.2021 17:45 - 14.08.2021 18:00","939","939","n/e","278","278","n/e","536","536","n/e"
"14.08.2021 18:00 - 14.08.2021 18:15","708","708","n/e","272","272","n/e","488","488","n/e"
"14.08.2021 18:15 - 14.08.2021 18:30","554","554","n/e","267","267","n/e","456","456","n/e"
"14.08.2021 18:30 - 14.08.2021 18:45","401","401","n/e","265","265","n/e","442","442","n/e"
"14.08.2021 18:45 - 14.08.2021 19:00","248","248","n/e","263","263","n/e","426","426","n/e"
"14.08.2021 19:00 - 14.08.2021 19:15","92","92","n/e","261","261","n/e","414","414","n/e"
"14.08.2021 19:15 - 14.08.2021 19:30","70","70","n/e","259","259","n/e","405","405","n/e"
"14.08.2021 19:30 - 14.08.2021 19:45","46","46","n/e","257","257","n/e","404","404","n/e"
"14.08.2021 19:45 - 14.08.2021 20:00","24","24","n/e","256","256","n/e","401","401","n/e"
"14.08.2021 20:00 - 14.08.2021 20:15","0","0","n/e","254","254","n/e","400","400","n/e"
"14.08.2021 20:15 - 14.08.2021 20:30","0","0","n/e","255","255","n/e","394","394","n/e"
"14.08.2021 20:30 - 14.08.2021 20:45","0","0","n/e","259","259","n/e","385","385","n/e"
"14.08.2021 20:45 - 14.08.2021 21:00","0","0","n/e","263","263","n/e","378","378","n/e"
"14.08.2021 21:00 - 14.08.2021 21:15","0","0","n/e","266","266","n/e","370","370","n/e"
"14.08.2021 21:15 - 14.08.2021 21:30","0","0","n/e","267","267","n/e","368","368","n/e"
"14.08.2021 21:30 - 14.08.2021 21:45","0","0","n/e","265","265","n/e","371","371","n/e"
"14.08.2021 21:45 - 14.08.2021 22:00","0","0","n/e","262","262","n/e","376","376","n/e"
"14.08.2021 22:00 - 14.08.2021 22:15","0","0","n/e","260","260","n/e","379","379","n/e"
"14.08.2021 22:15 - 14.08.2021 22:30","0","0","n/e","260","260","n/e","386","386","n/e"
"14.08.2021 22:30 - 14.08.2021 22:45","0","0","n/e","262","262","n/e","395","395","n/e"
"14.08.2021 22:45 - 14.08.2021 23:00","0","0","n/e","265","265","n/e","404","404","n/e"
"14.08.2021 23:00 - 14.08.2021 23:15","0","0","n/e","267","267","n/e","415","415","n/e"
"14.08.2021 23:15 - 14.08.2021 23:30","0","0","n/e","270","270","n/e","428","428","n/e"
"14.08.2021 23:30 - 14.08.2021 23:45","0","0","n/e","273","273","n/e","442","442","n/e"
"14.08.2021 23:45 - 15.08.2021 00:00","0","0","n/e","276","276","n/e","455","455","n/e"
"15.08.2021 00:00 - 15.08.2021 00:15","0","0","n/e","313","313","n/e","608","608","n/e"
"15.08.2021 00:15 - 15.08.2021 00:30","0","0","n/e","311","311","n/e","612","612","n/e"
"15.08.2021 00:30 - 15.08.2021 00:45","0","0","n/e","296","296","n/e","594","594","n/e"
"15.08.2021 00:45 - 15.08.2021 01:00","0","0","n/e","281","281","n/e","577","577","n/e"
"15.08.2021 01:00 - 15.08.2021 01:15","0","0","n/e","266","266","n/e","559","559","n/e"
"15.08.2021 01:15 - 15.08.2021 01:30","0","0","n/e","260","260","n/e","540","540","n/e"
"15.08.2021 01:30 - 15.08.2021 01:45","0","0","n/e","265","265","n/e","523","523","n/e"
"15.08.2021 01:45 - 15.08.2021 02:00","0","0","n/e","269","269","n/e","504","504","n/e"
"15.08.2021 02:00 - 15.08.2021 02:15","0","0","n/e","273","273","n/e","483","483","n/e"
"15.08.2021 02:15 - 15.08.2021 02:30","0","0","n/e","271","271","n/e","471","471","n/e"
"15.08.2021 02:30 - 15.08.2021 02:45","0","0","n/e","263","263","n/e","460","460","n/e"
"15.08.2021 02:45 - 15.08.2021 03:00","0","0","n/e","255","255","n/e","449","449","n/e"
"15.08.2021 03:00 - 15.08.2021 03:15","0","0","n/e","246","246","n/e","439","439","n/e"
"15.08.2021 03:15 - 15.08.2021 03:30","0","0","n/e","235","235","n/e","426","426","n/e"
"15.08.2021 03:30 - 15.08.2021 03:45","0","0","n/e","219","219","n/e","408","408","n/e"
"15.08.2021 03:45 - 15.08.2021 04:00","0","0","n/e","204","204","n/e","392","392","n/e"
"15.08.2021 04:00 - 15.08.2021 04:15","0","0","n/e","188","188","n/e","372","372","n/e"
"15.08.2021 04:15 - 15.08.2021 04:30","3","3","n/e","173","173","n/e","354","354","n/e"
"15.08.2021 04:30 - 15.08.2021 04:45","8","8","n/e","157","157","n/e","336","336","n/e"
"15.08.2021 04:45 - 15.08.2021 05:00","13","13","n/e","141","141","n/e","315","315","n/e"
"15.08.2021 05:00 - 15.08.2021 05:15","14","14","n/e","125","125","n/e","299","299","n/e"
"15.08.2021 05:15 - 15.08.2021 05:30","128","128","n/e","117","117","n/e","278","278","n/e"
"15.08.2021 05:30 - 15.08.2021 05:45","241","241","n/e","119","119","n/e","256","256","n/e"
"15.08.2021 05:45 - 15.08.2021 06:00","353","353","n/e","120","120","n/e","232","232","n/e"
"15.08.2021 06:00 - 15.08.2021 06:15","465","465","n/e","121","121","n/e","210","210","n/e"
"15.08.2021 06:15 - 15.08.2021 06:30","686","686","n/e","127","127","n/e","199","199","n/e"
"15.08.2021 06:30 - 15.08.2021 06:45","907","907","n/e","137","137","n/e","201","201","n/e"
"15.08.2021 06:45 - 15.08.2021 07:00","1130","1130","n/e","148","148","n/e","203","203","n/e"
"15.08.2021 07:00 - 15.08.2021 07:15","1347","1347","n/e","158","158","n/e","205","205","n/e"
"15.08.2021 07:15 - 15.08.2021 07:30","1644","1644","n/e","168","168","n/e","214","214","n/e"
"15.08.2021 07:30 - 15.08.2021 07:45","1940","1940","n/e","178","178","n/e","226","226","n/e"
"15.08.2021 07:45 - 15.08.2021 08:00","2236","2236","n/e","188","188","n/e","241","241","n/e"
"15.08.2021 08:00 - 15.08.2021 08:15","2532","2532","n/e","199","199","n/e","255","255","n/e"
"15.08.2021 08:15 - 15.08.2021 08:30","2823","2823","n/e","212","212","n/e","269","269","n/e"
"15.08.2021 08:30 - 15.08.2021 08:45","3114","3114","n/e","230","230","n/e","284","284","n/e"
"15.08.2021 08:45 - 15.08.2021 09:00","3407","3407","n/e","247","247","n/e","299","299","n/e"
"15.08.2021 09:00 - 15.08.2021 09:15","3695","3695","n/e","265","265","n/e","316","316","n/e"
"15.08.2021 09:15 - 15.08.2021 09:30","3919","3919","n/e","278","278","n/e","337","337","n/e"
"15.08.2021 09:30 - 15.08.2021 09:45","4142","4142","n/e","286","286","n/e","366","366","n/e"
"15.08.2021 09:45 - 15.08.2021 10:00","4366","4366","n/e","295","295","n/e","393","393","n/e"
"15.08.2021 10:00 - 15.08.2021 10:15","4590","4590","n/e","303","303","n/e","420","420","n/e"
"15.08.2021 10:15 - 15.08.2021 10:30","4678","4678","n/e","314","314","n/e","454","454","n/e"
"15.08.2021 10:30 - 15.08.2021 10:45","4767","4767","n/e","328","328","n/e","491","491","n/e"
"15.08.2021 10:45 - 15.08.2021 11:00","4855","4855","n/e","341","341","n/e","528","528","n/e"
"15.08.2021 11:00 - 15.08.2021 11:15","4943","4943","n/e","354","354","n/e","564","564","n/e"
"15.08.2021 11:15 - 15.08.2021 11:30","4929","4929","n/e","370","370","n/e","612","612","n/e"
"15.08.2021 11:30 - 15.08.2021 11:45","4911","4911","n/e","388","388","n/e","664","664","n/e"
"15.08.2021 11:45 - 15.08.2021 12:00","4898","4898","n/e","406","406","n/e","720","720","n/e"
"15.08.2021 12:00 - 15.08.2021 12:15","4883","4883","n/e","424","424","n/e","776","776","n/e"
"15.08.2021 12:15 - 15.08.2021 12:30","4774","4774","n/e","437","437","n/e","818","818","n/e"
"15.08.2021 12:30 - 15.08.2021 12:45","4660","4660","n/e","445","445","n/e","851","851","n/e"
"15.08.2021 12:45 - 15.08.2021 13:00","4551","4551","n/e","452","452","n/e","884","884","n/e"
"15.08.2021 13:00 - 15.08.2021 13:15","4440","4440","n/e","460","460","n/e","918","918","n/e"
"15.08.2021 13:15 - 15.08.2021 13:30","4266","4266","n/e","466","466","n/e","944","944","n/e"
"15.08.2021 13:30 - 15.08.2021 13:45","4089","4089","n/e","470","470","n/e","969","969","n/e"
"15.08.2021 13:45 - 15.08.2021 14:00","3911","3911","n/e","474","474","n/e","989","989","n/e"
